DAY_OF_MONTH,DAY_OF_WEEK,OP_UNIQUE_CARRIER,ORIGIN,DEP_TIME,DEP_DELAY,CANCELLED,DIVERTED,DISTANCE
14,1,FL,ATL,1220.0,-7.0,0.0,0.0,515.0
9,3,F9,ATL,1618.0,18.0,0.0,0.0,1199.0
9,3,XE,PWM,1258.0,-10.0,0.0,0.0,284.0
11,5,AA,ORD,843.0,-7.0,0.0,0.0,258.0
6,7,CO,IAH,840.0,70.0,0.0,0.0,854.0
12,6,FL,ATL,1007.0,-3.0,0.0,0.0,404.0
20,7,B6,JFK,723.0,-6.0,0.0,0.0,944.0
12,6,WN,LAS,714.0,-1.0,0.0,0.0,486.0
1,2,B6,FLL,656.0,-4.0,0.0,0.0,1237.0
27,7,OO,SFO,1851.0,35.0,0.0,0.0,412.0
24,4,CO,PHX,803.0,-2.0,0.0,0.0,1009.0
11,5,OO,SEA,1942.0,44.0,0.0,0.0,954.0
12,6,MQ,CMH,731.0,-4.0,0.0,0.0,296.0
13,7,OO,COS,727.0,0.0,0.0,0.0,73.0
3,4,OO,CPR,1301.0,9.0,0.0,0.0,320.0
3,4,YV,LGB,642.0,-3.0,0.0,0.0,355.0
13,7,UA,MCO,1408.0,-6.0,0.0,0.0,1005.0
29,2,EV,ATL,914.0,-1.0,0.0,0.0,448.0
24,4,MQ,PIT,1132.0,-8.0,0.0,0.0,413.0
2,3,WN,OKC,1010.0,-5.0,0.0,0.0,495.0
9,3,MQ,OMA,1655.0,-5.0,0.0,0.0,416.0
13,7,CO,ORD,533.0,3.0,0.0,0.0,925.0
8,2,MQ,MSP,845.0,-5.0,0.0,0.0,1020.0
7,1,DL,TPA,1026.0,-4.0,0.0,0.0,1010.0
13,7,AS,FAI,549.0,-11.0,0.0,0.0,261.0
21,1,MQ,LGA,1723.0,-7.0,0.0,0.0,419.0
3,4,DL,ATL,950.0,-5.0,0.0,0.0,534.0
14,1,XE,ORD,2141.0,32.0,0.0,0.0,324.0
7,1,AS,SFO,1247.0,-13.0,0.0,0.0,679.0
22,2,YV,HNL,1916.0,-14.0,0.0,0.0,163.0
21,1,MQ,LAX,1250.0,-5.0,0.0,0.0,308.0
20,7,EV,ABE,635.0,-10.0,0.0,0.0,692.0
27,7,WN,BUR,1331.0,-4.0,0.0,0.0,325.0
17,4,HA,HNL,1154.0,-6.0,0.0,0.0,163.0
17,4,WN,PHX,2120.0,25.0,0.0,0.0,328.0
9,3,US,ORD,1348.0,-2.0,0.0,0.0,599.0
25,5,DL,BNA,1309.0,-6.0,0.0,0.0,214.0
18,5,WN,LAX,2102.0,22.0,0.0,0.0,337.0
13,7,OO,SEA,1236.0,4.0,0.0,0.0,129.0
20,7,US,BOS,1354.0,-6.0,0.0,0.0,399.0
18,5,XE,DEN,2317.0,82.0,0.0,0.0,563.0
6,7,WN,TPA,1654.0,-6.0,0.0,0.0,174.0
4,5,WN,DEN,606.0,-4.0,0.0,0.0,1014.0
16,3,HA,HNL,1747.0,-3.0,0.0,0.0,163.0
18,5,CO,LAX,927.0,-3.0,0.0,0.0,1379.0
25,5,UA,HNL,2135.0,-7.0,0.0,0.0,2399.0
14,1,AS,SFO,2102.0,22.0,0.0,0.0,679.0
26,6,WN,DAL,1228.0,-2.0,0.0,0.0,587.0
10,4,DL,DTW,1702.0,-3.0,0.0,0.0,500.0
4,5,DL,DAY,1049.0,-1.0,0.0,0.0,432.0
11,5,DL,ATL,1806.0,16.0,0.0,0.0,666.0
27,7,B6,LGA,2112.0,12.0,0.0,0.0,1035.0
4,5,DL,MEM,1138.0,-5.0,0.0,0.0,332.0
16,3,US,LGA,1255.0,-10.0,0.0,0.0,544.0
23,3,WN,HOU,2108.0,23.0,0.0,0.0,277.0
3,4,WN,SEA,1403.0,-2.0,0.0,0.0,1180.0
26,6,US,LAX,2235.0,-5.0,0.0,0.0,2125.0
28,1,XE,CAE,1743.0,-2.0,0.0,0.0,667.0
2,3,EV,ELM,1713.0,-13.0,0.0,0.0,332.0
16,3,US,SLC,1124.0,29.0,0.0,0.0,507.0
7,1,FL,TPA,1320.0,11.0,0.0,0.0,842.0
30,3,WN,PHX,558.0,-2.0,0.0,0.0,647.0
20,7,EV,ATL,1108.0,-2.0,0.0,0.0,620.0
13,7,UA,IAD,1339.0,79.0,0.0,0.0,589.0
6,7,AS,LAS,2101.0,-4.0,0.0,0.0,867.0
8,2,UA,DEN,1654.0,3.0,0.0,0.0,483.0
12,6,YV,PHX,2049.0,-10.0,0.0,0.0,598.0
13,7,FL,BWI,905.0,-5.0,0.0,0.0,842.0
14,1,EV,BWI,1718.0,-9.0,0.0,0.0,787.0
16,3,UA,GEG,604.0,-1.0,0.0,0.0,836.0
19,6,CO,IAH,1457.0,3.0,0.0,0.0,191.0
11,5,EV,MKE,1652.0,-3.0,0.0,0.0,297.0
1,2,AA,BNA,1639.0,-6.0,0.0,0.0,631.0
26,6,YV,CLT,2020.0,-5.0,0.0,0.0,1032.0
5,6,CO,EWR,2025.0,70.0,0.0,0.0,2454.0
29,2,WN,BHM,1357.0,2.0,0.0,0.0,682.0
30,3,WN,DAL,715.0,0.0,0.0,0.0,562.0
1,2,UA,BOS,755.0,0.0,0.0,0.0,867.0
15,2,XE,IAH,1823.0,48.0,0.0,0.0,657.0
19,6,FL,ICT,610.0,-10.0,0.0,0.0,782.0
1,2,CO,DEN,555.0,-5.0,0.0,0.0,862.0
21,1,WN,DAL,1850.0,40.0,0.0,0.0,562.0
26,6,AS,SEA,1109.0,-6.0,0.0,0.0,1050.0
3,4,AA,LAS,1654.0,-6.0,0.0,0.0,236.0
3,4,XE,ORD,1344.0,-5.0,0.0,0.0,510.0
27,7,OO,LAX,956.0,-2.0,0.0,0.0,109.0
21,1,MQ,DFW,957.0,12.0,0.0,0.0,309.0
29,2,UA,SFO,556.0,-5.0,0.0,0.0,337.0
28,1,OO,BZN,1001.0,-10.0,0.0,0.0,524.0
11,5,AA,STL,2121.0,51.0,0.0,0.0,258.0
22,2,DL,CHS,848.0,-2.0,0.0,0.0,259.0
14,1,UA,ORD,1015.0,1.0,0.0,0.0,1781.0
29,2,FL,MEM,955.0,12.0,0.0,0.0,332.0
21,1,AA,JFK,1747.0,2.0,0.0,0.0,1089.0
27,7,DL,BUF,1118.0,20.0,0.0,0.0,712.0
30,3,FL,ATL,1533.0,-4.0,0.0,0.0,696.0
21,1,WN,TPA,1315.0,-5.0,0.0,0.0,1053.0
11,5,YV,PHX,1441.0,-8.0,0.0,0.0,493.0
25,5,EV,ATL,2027.0,-9.0,0.0,0.0,164.0
6,7,DL,ATL,1307.0,-8.0,0.0,0.0,547.0
17,4,WN,BNA,1132.0,2.0,0.0,0.0,675.0
22,2,WN,BNA,1426.0,-4.0,0.0,0.0,471.0
7,1,WN,LAS,1010.0,0.0,0.0,0.0,2026.0
25,5,FL,MEM,931.0,-9.0,0.0,0.0,332.0
13,7,AA,DFW,754.0,-6.0,0.0,0.0,190.0
13,7,CO,EWR,1613.0,8.0,0.0,0.0,404.0
4,5,DL,MEM,1919.0,-1.0,0.0,0.0,332.0
22,2,US,PBI,1159.0,4.0,0.0,0.0,590.0
29,2,CO,LAS,1146.0,11.0,0.0,0.0,2227.0
9,3,OO,SBP,604.0,4.0,0.0,0.0,190.0
21,1,B6,PBI,555.0,-5.0,0.0,0.0,1197.0
25,5,AA,DFW,2022.0,-3.0,0.0,0.0,986.0
27,7,XE,IAH,1758.0,-7.0,0.0,0.0,301.0
3,4,DL,GEG,714.0,-7.0,0.0,0.0,1175.0
3,4,US,CLT,1956.0,-8.0,0.0,0.0,573.0
14,1,WN,MCO,1219.0,9.0,0.0,0.0,1849.0
15,2,MQ,JFK,849.0,-1.0,0.0,0.0,187.0
13,7,UA,KOA,2223.0,-3.0,0.0,0.0,2367.0
16,3,B6,JFK,1359.0,8.0,0.0,0.0,944.0
15,2,US,CLT,925.0,0.0,0.0,0.0,541.0
24,4,AA,LAS,37.0,-8.0,0.0,0.0,1514.0
19,6,US,BWI,640.0,0.0,0.0,0.0,1999.0
8,2,WN,PHX,623.0,-2.0,0.0,0.0,255.0
21,1,DL,MSP,1419.0,-6.0,0.0,0.0,1535.0
14,1,WN,SJC,748.0,8.0,0.0,0.0,417.0
23,3,AA,ATL,554.0,-6.0,0.0,0.0,731.0
17,4,WN,MDW,1756.0,6.0,0.0,0.0,577.0
7,1,MQ,GRB,1846.0,-4.0,0.0,0.0,173.0
15,2,AA,CLT,920.0,-5.0,0.0,0.0,936.0
27,7,WN,LAX,1945.0,10.0,0.0,0.0,337.0
20,7,B6,SRQ,1137.0,-10.0,0.0,0.0,1041.0
25,5,WN,ONT,1034.0,-1.0,0.0,0.0,1706.0
5,6,OO,SBA,1948.0,-2.0,0.0,0.0,89.0
8,2,WN,BNA,1735.0,0.0,0.0,0.0,177.0
3,4,FL,BOS,1330.0,-10.0,0.0,0.0,946.0
4,5,F9,DEN,2042.0,-3.0,0.0,0.0,533.0
28,1,FL,DAY,744.0,-1.0,0.0,0.0,432.0
16,3,US,MIA,1714.0,59.0,0.0,0.0,1013.0
28,1,DL,ORD,1932.0,77.0,0.0,0.0,606.0
12,6,DL,LAX,1702.0,-3.0,0.0,0.0,1947.0
16,3,B6,ROC,1424.0,-1.0,0.0,0.0,264.0
19,6,US,SJC,1906.0,-9.0,0.0,0.0,621.0
26,6,OO,MRY,1856.0,-4.0,0.0,0.0,266.0
16,3,WN,LAX,1129.0,9.0,0.0,0.0,236.0
21,1,CO,IAH,1913.0,-2.0,0.0,0.0,964.0
15,2,WN,BUR,944.0,-1.0,0.0,0.0,223.0
22,2,OO,SLC,1657.0,-1.0,0.0,0.0,546.0
15,2,EV,BDL,1801.0,2.0,0.0,0.0,532.0
13,7,DL,DTW,1618.0,58.0,0.0,0.0,1979.0
20,7,WN,LAS,759.0,-1.0,0.0,0.0,1521.0
9,3,EV,CAE,1452.0,27.0,0.0,0.0,192.0
17,4,AA,SAN,1001.0,-4.0,0.0,0.0,1171.0
7,1,AA,DFW,1004.0,24.0,0.0,0.0,1438.0
30,3,AA,LGA,554.0,-6.0,0.0,0.0,1096.0
6,7,YV,PHX,2057.0,-9.0,0.0,0.0,355.0
7,1,OO,SAN,1742.0,-3.0,0.0,0.0,109.0
12,6,B6,EWR,1208.0,8.0,0.0,0.0,200.0
14,1,OO,COS,556.0,-4.0,0.0,0.0,725.0
9,3,B6,BUF,1649.0,-7.0,0.0,0.0,301.0
14,1,XE,DAY,1049.0,-1.0,0.0,0.0,533.0
30,3,UA,DEN,1345.0,0.0,0.0,0.0,1620.0
22,2,MQ,ORD,1148.0,-7.0,0.0,0.0,409.0
17,4,US,SJU,945.0,0.0,0.0,0.0,1576.0
23,3,DL,ORD,1644.0,22.0,0.0,0.0,235.0
4,5,WN,AUS,559.0,-1.0,0.0,0.0,972.0
8,2,WN,ELP,902.0,-3.0,0.0,0.0,562.0
10,4,DL,DCA,1609.0,9.0,0.0,0.0,547.0
26,6,OO,SBP,906.0,-2.0,0.0,0.0,156.0
7,1,US,CLT,1635.0,-5.0,0.0,0.0,328.0
8,2,WN,STL,1451.0,21.0,0.0,0.0,251.0
22,2,WN,BWI,929.0,-1.0,0.0,0.0,516.0
11,5,WN,ABQ,1739.0,-1.0,0.0,0.0,328.0
15,2,MQ,DEN,1250.0,0.0,0.0,0.0,862.0
25,5,WN,OKC,1751.0,-4.0,0.0,0.0,495.0
13,7,UA,DEN,2013.0,63.0,0.0,0.0,862.0
2,3,DL,LAS,714.0,-1.0,0.0,0.0,1747.0
5,6,DL,JFK,1850.0,-2.0,0.0,0.0,2153.0
3,4,CO,SNA,748.0,3.0,0.0,0.0,2434.0
28,1,AA,SEA,717.0,7.0,0.0,0.0,1660.0
22,2,AA,ATL,1216.0,6.0,0.0,0.0,731.0
10,4,OO,SFO,2050.0,0.0,0.0,0.0,337.0
9,3,DL,ATL,1837.0,0.0,0.0,0.0,545.0
10,4,US,ALB,1435.0,-5.0,0.0,0.0,646.0
26,6,OO,CVG,1616.0,65.0,0.0,0.0,265.0
10,4,WN,MDW,2048.0,3.0,0.0,0.0,468.0
20,7,AA,SAN,1700.0,65.0,0.0,0.0,1171.0
17,4,OO,PIT,1331.0,-4.0,0.0,0.0,413.0
28,1,WN,BWI,1732.0,-3.0,0.0,0.0,842.0
22,2,AA,DFW,2243.0,18.0,0.0,0.0,1431.0
21,1,DL,CHS,1404.0,-1.0,0.0,0.0,259.0
14,1,DL,SAN,1205.0,-5.0,0.0,0.0,1532.0
23,3,EV,CRW,600.0,-5.0,0.0,0.0,363.0
23,3,WN,TPA,649.0,-1.0,0.0,0.0,997.0
11,5,MQ,VPS,653.0,-7.0,0.0,0.0,641.0
19,6,DL,ATL,1206.0,-4.0,0.0,0.0,366.0
1,2,DL,DTW,1017.0,-1.0,0.0,0.0,1086.0
25,5,F9,DEN,2110.0,-5.0,0.0,0.0,639.0
20,7,OO,MSP,1753.0,33.0,0.0,0.0,284.0
21,1,AA,DFW,603.0,18.0,0.0,0.0,1121.0
23,3,MQ,DFW,1404.0,-6.0,0.0,0.0,737.0
20,7,US,SJC,949.0,-10.0,0.0,0.0,621.0
16,3,AS,LAX,1839.0,-6.0,0.0,0.0,954.0
22,2,B6,BOS,1336.0,-9.0,0.0,0.0,1121.0
21,1,AA,SAT,948.0,73.0,0.0,0.0,247.0
16,3,WN,HOU,1534.0,4.0,0.0,0.0,192.0
24,4,WN,PBI,1240.0,-5.0,0.0,0.0,174.0
21,1,AA,SEA,601.0,-4.0,0.0,0.0,1721.0
20,7,WN,SAN,1435.0,5.0,0.0,0.0,1728.0
30,3,XE,IAH,1304.0,-6.0,0.0,0.0,468.0
11,5,OO,GFK,849.0,-11.0,0.0,0.0,284.0
10,4,WN,OAK,1034.0,-1.0,0.0,0.0,371.0
13,7,WN,AMA,2038.0,3.0,0.0,0.0,323.0
13,7,WN,BWI,2029.0,-1.0,0.0,0.0,159.0
2,3,DL,PIT,656.0,-4.0,0.0,0.0,526.0
25,5,XE,ORD,1340.0,-12.0,0.0,0.0,409.0
30,3,UA,ORD,1316.0,0.0,0.0,0.0,802.0
27,7,MQ,JFK,1653.0,-7.0,0.0,0.0,213.0
19,6,F9,DEN,1234.0,9.0,0.0,0.0,991.0
4,5,MQ,DFW,1338.0,8.0,0.0,0.0,931.0
17,4,MQ,ORD,929.0,-6.0,0.0,0.0,978.0
15,2,WN,SAN,1710.0,-5.0,0.0,0.0,417.0
14,1,OO,RNO,1527.0,-10.0,0.0,0.0,192.0
8,2,OO,DLH,555.0,-5.0,0.0,0.0,397.0
5,6,US,JFK,612.0,-3.0,0.0,0.0,541.0
1,2,MQ,FWA,1256.0,-9.0,0.0,0.0,157.0
14,1,MQ,SMF,1314.0,-1.0,0.0,0.0,373.0
7,1,WN,BWI,1504.0,-1.0,0.0,0.0,495.0
23,3,DL,DTW,832.0,2.0,0.0,0.0,528.0
13,7,CO,ORD,919.0,-6.0,0.0,0.0,1726.0
26,6,AA,SFO,853.0,-7.0,0.0,0.0,1846.0
19,6,XE,IAH,1008.0,3.0,0.0,0.0,595.0
27,7,US,CLT,1302.0,1.0,0.0,0.0,468.0
14,1,CO,ORD,1525.0,10.0,0.0,0.0,925.0
26,6,FL,CAK,741.0,1.0,0.0,0.0,991.0
22,2,XE,LFT,1617.0,19.0,0.0,0.0,201.0
23,3,AA,DFW,752.0,-3.0,0.0,0.0,1205.0
15,2,MQ,DFW,1730.0,-5.0,0.0,0.0,364.0
10,4,WN,STL,823.0,-7.0,0.0,0.0,409.0
12,6,OO,RKS,1457.0,-6.0,0.0,0.0,162.0
30,3,UA,ORD,1400.0,0.0,0.0,0.0,733.0
28,1,OO,SLC,1503.0,-3.0,0.0,0.0,584.0
26,6,OO,PSP,1700.0,-10.0,0.0,0.0,421.0
26,6,B6,IAD,550.0,-10.0,0.0,0.0,413.0
9,3,OO,ORD,653.0,-5.0,0.0,0.0,334.0
4,5,OO,PHX,935.0,-5.0,0.0,0.0,651.0
28,1,WN,HOU,2009.0,-1.0,0.0,0.0,148.0
28,1,XE,CLE,1651.0,71.0,0.0,0.0,489.0
24,4,AS,SEA,656.0,-4.0,0.0,0.0,956.0
25,5,DL,ATL,1043.0,-7.0,0.0,0.0,669.0
3,4,CO,IND,1811.0,6.0,0.0,0.0,844.0
9,3,WN,BUF,1814.0,-1.0,0.0,0.0,468.0
7,1,CO,AUS,1709.0,4.0,0.0,0.0,140.0
2,3,AS,SFO,2030.0,-5.0,0.0,0.0,679.0
25,5,MQ,DFW,2138.0,-7.0,0.0,0.0,312.0
17,4,DL,ATL,1643.0,8.0,0.0,0.0,946.0
1,2,MQ,MIA,1929.0,-6.0,0.0,0.0,661.0
14,1,DL,ATL,810.0,-5.0,0.0,0.0,432.0
5,6,WN,BWI,1422.0,7.0,0.0,0.0,255.0
16,3,AA,ORD,1109.0,4.0,0.0,0.0,802.0
19,6,XE,MCI,1008.0,-3.0,0.0,0.0,643.0
15,2,UA,ORD,655.0,-5.0,0.0,0.0,733.0
28,1,WN,DEN,1338.0,8.0,0.0,0.0,1447.0
20,7,US,BWI,1827.0,-8.0,0.0,0.0,90.0
30,3,EV,SWF,1719.0,0.0,0.0,0.0,783.0
16,3,AA,DFW,2042.0,37.0,0.0,0.0,190.0
14,1,OO,SNA,1041.0,-6.0,0.0,0.0,372.0
2,3,AA,MIA,2011.0,-9.0,0.0,0.0,700.0
25,5,AA,ORD,1300.0,-5.0,0.0,0.0,888.0
10,4,XE,LFT,533.0,-2.0,0.0,0.0,201.0
8,2,FL,ATL,1003.0,-7.0,0.0,0.0,533.0
4,5,WN,BWI,1945.0,5.0,0.0,0.0,587.0
21,1,AA,LGA,718.0,-7.0,0.0,0.0,1096.0
9,3,EV,ICT,1806.0,-4.0,0.0,0.0,782.0
17,4,WN,PHX,1642.0,2.0,0.0,0.0,325.0
26,6,XE,IAH,1247.0,-3.0,0.0,0.0,689.0
29,2,AA,LAS,1058.0,3.0,0.0,0.0,2248.0
30,3,CO,ORD,1154.0,-6.0,0.0,0.0,719.0
10,4,B6,IAD,1501.0,-7.0,0.0,0.0,901.0
14,1,UA,DEN,858.0,-7.0,0.0,0.0,909.0
23,3,YV,CVG,1208.0,-2.0,0.0,0.0,335.0
4,5,DL,EWR,1258.0,-2.0,0.0,0.0,746.0
12,6,HA,HNL,942.0,-5.0,0.0,0.0,102.0
15,2,EV,GNV,1833.0,0.0,0.0,0.0,300.0
18,5,MQ,MHK,623.0,-7.0,0.0,0.0,431.0
12,6,US,PHX,1103.0,-7.0,0.0,0.0,1460.0
19,6,WN,SEA,651.0,-4.0,0.0,0.0,1107.0
14,1,FL,MSY,1726.0,-3.0,0.0,0.0,998.0
30,3,US,STL,1743.0,-2.0,0.0,0.0,1262.0
14,1,EV,CAE,627.0,-3.0,0.0,0.0,192.0
28,1,WN,BDL,1903.0,-2.0,0.0,0.0,283.0
22,2,MQ,ORD,730.0,0.0,0.0,0.0,334.0
30,3,AA,LAS,1431.0,1.0,0.0,0.0,2174.0
13,7,EV,MEM,921.0,-4.0,0.0,0.0,200.0
9,3,AS,SEA,1205.0,-5.0,0.0,0.0,1660.0
18,5,OO,SEA,1822.0,2.0,0.0,0.0,129.0
15,2,WN,ORF,813.0,-2.0,0.0,0.0,704.0
16,3,DL,BOS,854.0,-6.0,0.0,0.0,632.0
11,5,B6,JFK,957.0,-2.0,0.0,0.0,209.0
1,2,AA,RDU,741.0,1.0,0.0,0.0,646.0
6,7,US,PHX,1121.0,-4.0,0.0,0.0,1020.0
16,3,OO,OKC,920.0,-10.0,0.0,0.0,693.0
21,1,US,PIT,703.0,-12.0,0.0,0.0,1814.0
29,2,WN,DAL,1228.0,3.0,0.0,0.0,189.0
14,1,OO,SFO,1705.0,66.0,0.0,0.0,522.0
26,6,OO,SLC,1503.0,-2.0,0.0,0.0,630.0
24,4,FL,MDW,656.0,-4.0,0.0,0.0,1035.0
3,4,DL,ATL,1222.0,-3.0,0.0,0.0,271.0
16,3,DL,PHX,931.0,-4.0,0.0,0.0,1276.0
19,6,DL,BOI,1125.0,-5.0,0.0,0.0,290.0
7,1,EV,ATL,2046.0,-5.0,0.0,0.0,377.0
25,5,WN,EWR,1452.0,-3.0,0.0,0.0,711.0
25,5,AA,LGA,1620.0,0.0,0.0,0.0,1389.0
9,3,AA,BUR,655.0,-5.0,0.0,0.0,1231.0
28,1,WN,DEN,1121.0,-4.0,0.0,0.0,819.0
17,4,FL,LEX,1201.0,-2.0,0.0,0.0,689.0
11,5,MQ,MRY,1145.0,40.0,0.0,0.0,266.0
28,1,MQ,ORD,2215.0,15.0,0.0,0.0,783.0
3,4,DL,DTW,1751.0,-4.0,0.0,0.0,1145.0
4,5,YV,FAT,1605.0,-10.0,0.0,0.0,493.0
2,3,AA,PIT,856.0,-4.0,0.0,0.0,1067.0
3,4,AA,SAT,1029.0,-1.0,0.0,0.0,247.0
25,5,WN,MDW,1917.0,-3.0,0.0,0.0,423.0
19,6,MQ,DFW,1056.0,-4.0,0.0,0.0,999.0
27,7,WN,ECP,831.0,-9.0,0.0,0.0,798.0
25,5,B6,BDL,1554.0,4.0,0.0,0.0,1173.0
17,4,OO,MFR,754.0,46.0,0.0,0.0,329.0
6,7,DL,CLT,1245.0,-5.0,0.0,0.0,500.0
24,4,MQ,LAX,1249.0,-6.0,0.0,0.0,308.0
24,4,OO,GRB,1043.0,-17.0,0.0,0.0,252.0
15,2,DL,DTW,1212.0,2.0,0.0,0.0,957.0
18,5,B6,PBI,1551.0,-9.0,0.0,0.0,1197.0
2,3,B6,BOS,557.0,-3.0,0.0,0.0,1237.0
3,4,AA,LGA,1915.0,-5.0,0.0,0.0,1389.0
13,7,OO,PSC,620.0,-4.0,0.0,0.0,620.0
29,2,F9,MSP,742.0,87.0,0.0,0.0,680.0
20,7,WN,SAN,1658.0,28.0,0.0,0.0,480.0
25,5,OO,SMX,608.0,-11.0,0.0,0.0,134.0
9,3,WN,PIT,627.0,-3.0,0.0,0.0,210.0
29,2,OO,COS,855.0,-2.0,0.0,0.0,73.0
10,4,OO,OAK,927.0,-6.0,0.0,0.0,337.0
4,5,CO,ONT,636.0,-9.0,0.0,0.0,1334.0
17,4,OO,SFO,1757.0,64.0,0.0,0.0,599.0
15,2,WN,STL,1745.0,-5.0,0.0,0.0,272.0
29,2,WN,BUR,1002.0,17.0,0.0,0.0,325.0
27,7,WN,OMA,644.0,44.0,0.0,0.0,423.0
3,4,AS,FAI,112.0,-13.0,0.0,0.0,1533.0
14,1,DL,ATL,1605.0,-5.0,0.0,0.0,669.0
5,6,WN,BNA,857.0,-3.0,0.0,0.0,616.0
14,1,WN,LAS,1950.0,15.0,0.0,0.0,345.0
24,4,DL,MSY,722.0,-8.0,0.0,0.0,1670.0
19,6,WN,PHX,1817.0,7.0,0.0,0.0,370.0
21,1,XE,MEM,1125.0,-5.0,0.0,0.0,468.0
14,1,WN,OAK,1525.0,30.0,0.0,0.0,362.0
18,5,US,JFK,1757.0,-3.0,0.0,0.0,541.0
6,7,OO,SAT,1936.0,24.0,0.0,0.0,1210.0
21,1,B6,MSY,952.0,-8.0,0.0,0.0,1182.0
23,3,WN,PHX,2119.0,-1.0,0.0,0.0,304.0
22,2,EV,MEM,826.0,1.0,0.0,0.0,403.0
26,6,WN,LAS,859.0,-6.0,0.0,0.0,1624.0
21,1,AA,ORD,1615.0,0.0,0.0,0.0,733.0
21,1,US,BOS,921.0,-9.0,0.0,0.0,280.0
25,5,EV,MCI,1201.0,-4.0,0.0,0.0,393.0
18,5,WN,SJC,2026.0,36.0,0.0,0.0,417.0
18,5,DL,DTW,1341.0,-6.0,0.0,0.0,632.0
11,5,WN,MDW,658.0,-2.0,0.0,0.0,997.0
22,2,MQ,PNS,718.0,-2.0,0.0,0.0,530.0
5,6,OO,OKC,1313.0,8.0,0.0,0.0,495.0
14,1,US,CLT,942.0,-8.0,0.0,0.0,1475.0
19,6,US,CLT,943.0,-2.0,0.0,0.0,361.0
29,2,EV,CVG,1200.0,23.0,0.0,0.0,569.0
9,3,WN,ONT,1854.0,9.0,0.0,0.0,197.0
12,6,FL,LGA,1429.0,0.0,0.0,0.0,762.0
20,7,AS,ANC,1951.0,-1.0,0.0,0.0,571.0
18,5,US,MKE,1714.0,-1.0,0.0,0.0,1460.0
28,1,OO,SAN,1736.0,-9.0,0.0,0.0,109.0
9,3,WN,PHX,1621.0,1.0,0.0,0.0,1444.0
4,5,AA,LGA,854.0,-6.0,0.0,0.0,733.0
1,2,CO,IAH,1053.0,8.0,0.0,0.0,1400.0
16,3,YV,CLT,554.0,-6.0,0.0,0.0,322.0
19,6,WN,RNO,1923.0,-2.0,0.0,0.0,188.0
9,3,XE,GRR,1820.0,0.0,0.0,0.0,1042.0
28,1,EV,ATL,2005.0,30.0,0.0,0.0,208.0
16,3,WN,SAT,821.0,-4.0,0.0,0.0,248.0
20,7,DL,MSP,1040.0,-1.0,0.0,0.0,936.0
18,5,MQ,GNV,1319.0,9.0,0.0,0.0,294.0
3,4,UA,ORD,1306.0,5.0,0.0,0.0,1846.0
22,2,AA,ORD,1001.0,-4.0,0.0,0.0,1829.0
28,1,DL,SLC,1708.0,-2.0,0.0,0.0,1969.0
4,5,US,PHX,2005.0,-5.0,0.0,0.0,651.0
7,1,DL,DTW,1741.0,-5.0,0.0,0.0,549.0
12,6,XE,GPT,616.0,-4.0,0.0,0.0,376.0
10,4,AA,ORD,2014.0,-1.0,0.0,0.0,1723.0
24,4,B6,BUF,2054.0,8.0,0.0,0.0,301.0
26,6,OO,DEN,1652.0,0.0,0.0,0.0,589.0
28,1,UA,LAS,731.0,-4.0,0.0,0.0,2065.0
3,4,AA,DFW,1305.0,0.0,0.0,0.0,432.0
7,1,UA,IAD,1228.0,3.0,0.0,0.0,2288.0
18,5,AA,ORD,1727.0,72.0,0.0,0.0,1723.0
2,3,CO,MFE,518.0,-12.0,0.0,0.0,316.0
27,7,XE,IAH,2255.0,-5.0,0.0,0.0,517.0
21,1,AA,DCA,740.0,20.0,0.0,0.0,919.0
3,4,WN,LAX,859.0,-1.0,0.0,0.0,1750.0
18,5,WN,BNA,1047.0,-3.0,0.0,0.0,456.0
6,7,XE,DEN,1040.0,-5.0,0.0,0.0,1048.0
6,7,OO,CMH,552.0,-8.0,0.0,0.0,986.0
18,5,UA,PIT,1854.0,-1.0,0.0,0.0,2136.0
23,3,B6,FLL,1434.0,40.0,0.0,0.0,1065.0
24,4,EV,EVV,558.0,-2.0,0.0,0.0,350.0
13,7,UA,IAD,908.0,-1.0,0.0,0.0,758.0
4,5,OO,CPR,1228.0,-13.0,0.0,0.0,230.0
26,6,XE,EWR,853.0,-7.0,0.0,0.0,708.0
25,5,AA,ORD,1502.0,-8.0,0.0,0.0,258.0
25,5,OO,RKS,1500.0,-15.0,0.0,0.0,260.0
20,7,WN,HRL,858.0,-2.0,0.0,0.0,277.0
13,7,B6,SWF,1409.0,3.0,0.0,0.0,1118.0
12,6,DL,DTW,1959.0,-1.0,0.0,0.0,957.0
23,3,MQ,DFW,1514.0,-1.0,0.0,0.0,685.0
10,4,YV,PHX,1304.0,-6.0,0.0,0.0,872.0
12,6,MQ,LEX,623.0,-7.0,0.0,0.0,785.0
14,1,DL,MSP,1929.0,11.0,0.0,0.0,1050.0
2,3,MQ,AMA,608.0,-7.0,0.0,0.0,312.0
2,3,AS,SEA,1857.0,7.0,0.0,0.0,680.0
3,4,XE,LBB,1620.0,5.0,0.0,0.0,458.0
27,7,XE,DEN,1009.0,-2.0,0.0,0.0,771.0
6,7,AA,SNA,1200.0,25.0,0.0,0.0,1726.0
11,5,DL,ATL,1925.0,13.0,0.0,0.0,259.0
16,3,WN,JAX,1318.0,8.0,0.0,0.0,663.0
